 Rate.db Rowid, Rate.rr Step, Rate.rr Next Step, Rate.rr Desc, Rate.rr Online Desc, Rate.rr Edition, Rate.rr Issue, Rate.rr Length, Rate.rr Len Type, Rate.rr Zone, Rate.rr Del Meth, Rate.rr Allow Pc, Rate.rr Pay Meth, Rate.rr Easypay Meth, Rate.rr Act Ind, Rate.rr Inact Date, Rate.rr Ssm Allow, Rate.rr Taxable, Rate.rr Kiosk, Rate.rr Visible, Rate.rr Econtent Allow, Rate.rr Promo Gl Account, Rate.rr Abc Zone, Rate.rr New Grace Pol, Rate.rr New Warn, Rate.rr New Cc, Rate.rr New Stop, Rate.rr New Bal Max, Rate.rr Renew Bal Max, Rate.rr Renew Grace Pol, Rate.rr Renew Warn, Rate.rr Renew Cc, Rate.rr Renew Stop, Rate.rr Arrears1, Rate.rr Arrears1 Days, Rate.rr Arrears2, Rate.rr Arrears2 Days, Rate.rr Arrears3, Rate.rr Arrears3 Days, Rate.rr Renew1, Rate.rr Renew1 Days, Rate.rr Renew2, Rate.rr Renew2 Days, Rate.rr Renew3, Rate.rr Renew3 Days, Rate.rr Alt Issue, Rate.rr Alt Del Meth, Rate.rr Alt Abc Zone, Rate.rr Sun Rev Account, Rate.rr Mon Rev Account, Rate.rr Tue Rev Account, Rate.rr Wed Rev Account, Rate.rr Thu Rev Account, Rate.rr Fri Rev Account, Rate.rr Sat Rev Account, Sub Rate Id, Effective Date, Deliv Exp, Net, Full Rate, Sun Net, Mon Net, Tue Net, Wed Net, Thu Net, Fri Net, Sat Net, Act Fee
714,0,0,WED AND SAT ONLY,Not for Public,TJ,WA,3,M,KK2DAY,C,Y,P,N,Y,,N,Y,N,Y,N,20,20,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,16,Y,8,N,,THF,I,42,,,,,,,,916,1/23/25,0,39.99,39.99,0,0,0,1.532184,0,0,1.532184,0
715,0,0,3 Month Keowee Key $44.99,not for public,TJ,WA,3,M,KK3M45,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,I,0,,,,,,,,917,1/23/25,0,44.99,44.99,0,0,0,1.723755,0,0,1.723755,0
716,0,0,Keowee Key 3M HD 49.99,Keowee Key 3M HD 49.99,TJ,WA,3,M,KK3M50,C,Y,P,N,Y,,N,Y,N,Y,N,,20,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,918,1/23/25,0,49.99,49.99,0,0,0,1.915326,0,0,1.915326,0
717,0,0,Keowee Key 1M HD 14.99,not for public,TJ,WA,1,M,KK1M15,C,Y,P,E,Y,,N,Y,N,Y,N,,10,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,919,1/23/25,0,14.99,14.99,0,0,0,1.722989,0,0,1.722989,0
718,0,0,Keowee Key 1M HD 13.99,Keowee Key 1M HD 13.99,TJ,WA,1,M,KK12M14,C,Y,P,E,Y,,N,Y,N,Y,N,,10,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,920,1/23/25,0,13.99,13.99,0,0,0,1.608046,0,0,1.608046,0
719,0,0,Keowee Key HD 1M 12.99,NOT FOR PUBLIC,TJ,WA,1,M,KK1M13,C,Y,P,E,Y,,N,Y,N,Y,N,,20,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,921,1/23/25,0,12.99,12.99,0,0,0,1.493103,0,0,1.493103,0
720,0,0,WED AND SAT ONLY,Not for Public,TJ,WA,6,M,KK2DAY,C,Y,P,N,Y,,N,N,Y,Y,N,20,20,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,21,Y,10,N,0,,N,0,,,,,,,,922,1/23/25,0,69.99,69.99,0,0,0,1.340805,0,0,1.340805,0
721,0,0,WED AND SAT ONLY,Not for Public,TJ,WA,12,M,KK2DAY,C,Y,P,N,Y,,N,Y,N,Y,N,20,20,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,30,Y,10,N,,,N,0,,,,,,,,923,1/23/25,0,129.99,129.99,0,0,0,1.245115,0,0,1.245115,0
722,0,0,Hal's 6M Special,NOT FOR ONLINE,TJ,WA,6,M,HAL406M,M,Y,P,N,Y,,N,Y,Y,Y,N,,14,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,924,2/10/25,0,40,40,0,0,0,0.766284,0,0,0.766284,0
724,0,0,LANDER JOURNAL DIGITAL ONLY,LJ DIGITAL,LJ,WA,52,W,DIGITAL,I,Y,P,N,Y,,N,Y,Y,Y,N,LJ01,97,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,925,4/7/25,0,65,65,0,0,0,0.63,0,0,0.63,0
725,0,0,USE FOR 1M CASH PAYMENT ONLY,,TJ,5D,1,M,1MCASH,M,Y,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,926,6/23/25,0,15.99,15.99,0,0,1.88675,1.88675,1.88675,1.88675,1.88675,0
726,0,0,USE FOR 1M CASH FOR 2 DAYS ONLY!,USE FOR 1M CASH FOR 2 DAYS ONLY!,TJ,WA,1,M,1MCASH2D,M,Y,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,927,6/25/25,0,11.99,11.99,0,0,1.37,1.37,1.37,1.37,1.37,0
736,0,0,5 DAY DIGITAL ACCESS WITH 2 DAYS OF DELIVERY,,TJ,5D,3,M,KK5DAY,C,Y,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,16,Y,8,N,,,N,0,,,,,,,,938,7/7/25,0,59.99,59.99,0,0,0.92,0.92,0.92,0.92,0.92,0
737,0,0,5 DAY DIGITAL ACCESS WITH 2 DAYS OF DELIVERY,12M Keowee Key Home Delivery with Digital Accses,TJ,5D,12,M,KK5DAY,C,Y,P,N,Y,,N,Y,Y,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,Y,30,Y,10,N,0,,N,0,,,,,,,,939,7/7/25,0,169.99,169.99,0,0,1.89,1.89,1.89,1.89,1.89,0
746,0,688,1 Year Special - TJ,1 Year Special - TJ,TJ,WA,52,W,MAIL,M,N,P,N,Y,,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,947,7/17/25,0,99,99,0,0,0,49.5,0,0,49.5,0
749,1,338,LANDER JOURNAL 52W Stay & Save - 1 free month,LANDER JOURNAL 52W Stay & Save - 1 free month,LJ,WS,1,M,SOFF1,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,948,7/18/25,0,5.42,5.42,0,0,0,0.6226,0,0,0.6226,0
751,1,313,THE RANGER - 52W -STAY & SAVE - 1 MONTH FREE,THE RANGER - 52W -STAY & SAVE - 1 MONTH FREE,TR,WS,1,M,SOFF3,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,951,7/19/25,0,0,0,0,0,0,0,0,0,0,0
750,1,337,LANDER JOURNAL 26W Stay & Save - 1 free month,LANDER JOURNAL 26W Stay & Save - 1 free month,LJ,WS,1,M,SOFF2,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,950,7/18/25,0,0,0,0,0,0,0,0,0,0,0
752,1,312,THE RANGER - 26W -STAY & SAVE - 1 MONTH FREE,THE RANGER - 26W -STAY & SAVE - 1 MONTH FREE,TR,WS,1,M,SOFF4,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,952,7/19/25,0,0,0,0,0,0,0,0,0,0,0
753,1,216,ADVERTISER - 52W -STAY & SAVE - 1M FREE - MAIL,ADVERTISER - 52W -STAY & SAVE - 1M FREE - MAIL,TA,WO,1,M,SOFF5,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,953,7/19/25,0,0,0,0,0,0,0,0,0,0,0
754,1,217,ADVERTISER - 6M -STAY & SAVE - 1M FREE - MAIL,ADVERTISER - 6M -STAY & SAVE - 1M FREE - MAIL,TA,WO,1,M,SOFF6,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,954,7/20/25,0,0,0,0,0,0,0,0,0,0,0
755,1,218,ADVERTISER - 3M -STAY & SAVE - 1M FREE - MAIL,ADVERTISER - 3M -STAY & SAVE - 1M FREE - MAIL,TA,WO,1,M,SOFF7,M,Y,CO,N,Y,,Y,Y,Y,Y,N,,0,S,0,0,0,0,0,S,0,0,0,N,,N,,N,,N,,N,,N,,,N,0,,,,,,,,955,7/20/25,0,0,0,0,0,0,0,0,0,0,0
216,0,0,12 Months - Advertiser - CASH,THE ADVERTISER 12 MONTH,TA,WO,12,M,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,90,Y,15,Y,15,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,259,1/1/21,0,52,52,0,0,0,1,0,0,0,0
147,0,0,ONE Week PURCHASE,ONE Week PURCHASE,TJ,5D,1,W,SDPH,I,Y,P,C,Y,,Y,N,N,N,N,20,42,S,0,0,0,0,0,S,0,0,0,N,3,N,10,N,17,N,20,N,13,N,6,,N,0,,,,,,,,258,7/24/21,0,6.29,6.29,0,0,1.258,1.258,1.258,1.258,1.258,0
217,0,0,6 Months - Advertiser,THE ADVERTISER 6 MONTH,TA,WO,6,M,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,90,Y,45,Y,15,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,260,1/1/21,0,26.95,26.95,0,0,0,1.036538,0,0,0,0
218,0,0,3 Months - Advertiser,THE ADVERTISER 3 MONTH,TA,WO,3,M,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,45,Y,15,N,0,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,291,1/1/21,0,14.95,14.95,0,0,0,1.15,0,0,0,0
219,0,0,1 Months - Advertiser,THE ADVERTISER 1 MONTH,TA,WO,1,M,MAIL,M,Y,P,N,Y,,N,N,N,N,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,20,Y,5,N,0,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,292,1/1/21,0,7.95,7.95,0,0,0,1.9875,0,0,0,0
220,0,0,12 Months - Advertiser Comp,THE ADVERTISER 12 MONTH,TA,WO,12,M,MAIL,M,Y,CO,N,Y,,Y,Y,Y,Y,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,90,Y,45,Y,15,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,293,1/1/21,0,0,0,0,0,0,0,0,0,0,0
221,0,0,12 Months - Advertiser Digital,THE ADVERTISER 12 MONTH,TA,WO,12,M,DIGITAL,I,Y,P,N,Y,,Y,Y,Y,Y,N,TAMS,98,S,0,0,5,0,0,S,0,0,5,Y,1,Y,21,Y,42,Y,84,Y,42,Y,21,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,294,5/30/21,0,52,52,0,0,0,1,0,0,0,0
222,0,0,12 Months - Advertiser Senior,THE ADVERTISER 12 MONTH,TA,WO,12,M,SENIOR,M,Y,P,N,Y,,Y,Y,Y,Y,N,TAMS,14,S,0,0,5,0,0,S,0,0,0,Y,1,N,0,N,0,Y,90,Y,45,Y,15,,N,0,TA03,TA03,TA03,TA03,TA03,TA03,TA03,295,5/31/21,0,44,44,0,0,0,0.846154,0,0,0,0
114,0,0,EZPAY Subscription,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,CD14,C,Y,P,E,N,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,7,N,1,N,14,N,28,N,41,N,10,N,0,,N,0,,,,,,,,296,10/17/22,0,14.99,14.99,0,0,0.689,0.689,0.689,0.689,0.689,0
101,0,0,1 Year Subscription,THE JOURNAL 1 YEAR,TJ,5D,1,Y,CD01,C,Y,P,N,N,,N,N,N,N,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,3,N,14,N,28,Y,41,Y,21,Y,7,,N,0,,,,,,,,297,10/17/22,0,159.99,159.99,0,0,0.614,0.614,0.614,0.614,0.614,0
109,0,0,3-Month Subscription,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD01,C,Y,P,N,N,8/7/25,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,298,10/17/22,0,54.99,54.99,0,0,0.843,0.843,0.843,0.843,0.843,0
141,0,0,1 Year Online Only,THE JOURNAL 1 YEAR,TJ,5D,1,Y,1YON,I,Y,P,N,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,299,10/17/22,0,159.99,159.99,0,0,0.61366,0.61366,0.61366,0.61366,0.61366,0
149,0,0,3-Month Online Only,THE JOURNAL 3 MONTH,TJ,5D,3,M,CD01,I,Y,P,N,N,,N,Y,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,1,Y,14,Y,28,Y,41,Y,10,Y,0,,N,0,,,,,,,,300,10/17/22,0,54.99,54.99,0,0,0.842759,0.842759,0.842759,0.842759,0.842759,0
136,0,0,EZ Pay Monthly Online Only,THE JOURNAL 1 MONTH AUTO RENEW,TJ,5D,1,M,EZIN,I,Y,P,E,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,N,20,N,13,N,6,,N,0,,,,,,,,301,10/17/22,0,14.99,14.99,0,0,0.689195,0.689195,0.689195,0.689195,0.689195,0
310,0,0,Ranger EZ Pay Mail,THE RANGER 1 MONTH AUTO RENEW,TR,WS,1,M,MAIL,M,Y,P,E,Y,,N,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,310,12/1/22,0,6.5,6.5,0,0,0,0.747126,0,0,0.747126,0
311,0,0,In County,In County,TR,WS,3,M,IC,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,311,12/1/22,0,18,18,0,0,0,0.6897,0,0,0.6897,0
312,0,0,Ranger 6 Month Mail - CASH,THE RANGER 6 MONTH,TR,WS,6,M,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,312,12/1/22,0,34,34,0,0,0,0.6513,0,0,0.6513,0
313,0,0,Ranger 1 Year Mail - CASH,THE RANGER 1 YEAR,TR,WS,1,Y,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TRMS,0,S,0,0,999,0,0,S,0,0,999,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,313,12/1/22,0,65,65,0,0,0,0.6226,0,0,0.6226,0
314,0,0,In County/Senior,In County/Senior,TR,WS,1,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,314,12/1/22,0,7.5,7.5,0,0,0,0.8621,0,0,0.8621,0
315,0,0,In County/Senior,In County/Senior,TR,WS,3,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,315,12/1/22,0,14,14,0,0,0,0.5364,0,0,0.5364,0
316,0,0,In County/Senior,In County/Senior,TR,WS,6,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,316,12/1/22,0,27,27,0,0,0,0.5172,0,0,0.5172,0
317,0,0,In County/Senior,In County/Senior,TR,WS,1,Y,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,317,12/1/22,0,52,52,0,0,0,0.4981,0,0,0.4981,0
318,0,0,Out County/In State,Out County/In State,TR,WS,1,M,OCIS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,318,12/1/22,0,7.5,7.5,0,0,0,0.8621,0,0,0.8621,0
319,0,0,Out County/In State,Out County/In State,TR,WS,3,M,OCIS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,319,12/1/22,0,21,21,0,0,0,0.8046,0,0,0.8046,0
320,0,0,Out County/In State,Out County/In State,TR,WS,6,M,OCIS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,320,12/1/22,0,40,40,0,0,0,0.7663,0,0,0.7663,0
321,0,0,Out County/In State,Out County/In State,TR,WS,1,Y,OCIS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,321,12/1/22,0,75,75,0,0,0,0.7184,0,0,0.7184,0
322,0,0,Outside State,Outside State,TR,WS,3,M,OS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,322,12/1/22,0,21,21,0,0,0,0.8046,0,0,0.8046,0
323,0,0,Outside State,Outside State,TR,WS,6,M,OS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,323,12/1/22,0,40,40,0,0,0,0.7663,0,0,0.7663,0
324,0,0,Outside State,Outside State,TR,WS,1,Y,OS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,324,12/1/22,0,75,75,0,0,0,0.7184,0,0,0.7184,0
325,0,0,Student,Student,TR,WS,9,M,STUDENT,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,325,12/1/22,0,35,35,0,0,0,0.447,0,0,0.447,0
326,0,0,Serviceman,Serviceman,TR,WS,1,Y,SERVICE,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,326,12/1/22,0,35,35,0,0,0,0.3352,0,0,0.3352,0
327,0,0,Lander Journal  EZ Pay Carrier,LANDER JOURNAL 1 MONTH AUTO RENEW,LJ,WS,1,M,CARR,C,Y,P,E,Y,,N,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,327,12/1/22,0,6.5,6.5,0,0,0,0.747126,0,0,0.747126,0
328,0,0,In County,In County,LJ,WS,3,M,IC,C,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,328,12/1/22,0,18,18,0,0,0,0.6897,0,0,0.6897,0
329,0,0,Lander Journal 6 Month Carrier,LANDER JOURNAL 6 MONTH,LJ,WS,6,M,CARR,C,Y,P,N,Y,,N,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,329,12/1/22,0,34,34,0,0,0,0.6513,0,0,0.6513,0
330,0,0,Lander Journal 1 Year Carrier,LANDER JOURNAL 1 YEAR,LJ,WS,1,Y,CARR,C,Y,P,N,Y,,N,Y,Y,Y,N,TRMS,0,S,0,0,999,0,0,S,0,0,999,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,330,12/1/22,0,65,65,0,0,0,0.6226,0,0,0.6226,0
331,0,0,In County/Senior,In County/Senior,LJ,WS,1,M,ICS,C,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,331,12/1/22,0,7.5,7.5,0,0,0,0.8621,0,0,0.8621,0
332,0,0,In County/Senior,In County/Senior,LJ,WS,3,M,ICS,C,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,332,12/1/22,0,14,14,0,0,0,0.5364,0,0,0.5364,0
333,0,0,In County/Senior,In County/Senior,LJ,WS,6,M,ICS,C,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,333,12/1/22,0,27,27,0,0,0,0.5172,0,0,0.5172,0
334,0,0,In County/Senior,In County/Senior,LJ,WS,1,Y,ICS,C,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,334,12/1/22,0,52,52,0,0,0,0.4981,0,0,0.4981,0
335,0,0,Lander Journal EZ Pay Mail,LANDER JOURNAL 1 MONTH AUTO RENEW,LJ,WS,1,M,MAIL,M,Y,P,E,Y,,N,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,335,12/1/22,0,6.5,6.5,0,0,0,0.747126,0,0,0.747126,0
336,0,0,In County,In County,LJ,WS,3,M,IC,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,336,12/1/22,0,18,18,0,0,0,0.6897,0,0,0.6897,0
337,0,0,Lander Journal 6 Month Mail,LANDER JOURNAL 6 MONTH,LJ,WS,6,M,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,337,12/1/22,0,34,34,0,0,0,0.6513,0,0,0.6513,0
338,0,0,Lander Journal 1 Year Mail,LANDER JOURNAL 1 YEAR,LJ,WS,1,Y,MAIL,M,Y,P,N,Y,,Y,Y,Y,Y,N,TRMS,0,S,0,0,999,0,0,S,0,0,999,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,338,12/1/22,0,65,65,0,0,0,0.6226,0,0,0.6226,0
339,0,0,In County/Senior,In County/Senior,LJ,WS,1,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,339,12/1/22,0,7.5,7.5,0,0,0,0.8621,0,0,0.8621,0
340,0,0,In County/Senior,In County/Senior,LJ,WS,3,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,340,12/1/22,0,14,14,0,0,0,0.5364,0,0,0.5364,0
341,0,0,In County/Senior,In County/Senior,LJ,WS,6,M,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,341,12/1/22,0,27,27,0,0,0,0.5172,0,0,0.5172,0
342,0,0,In County/Senior,In County/Senior,LJ,WS,1,Y,ICS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,342,12/1/22,0,52,52,0,0,0,0.4981,0,0,0.4981,0
343,0,0,Out County/Out State,Out County/Out State,LJ,WS,1,M,OCS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,343,12/1/22,0,9,9,0,0,0,1.0345,0,0,1.0345,0
344,0,0,Out County/Out State,Out County/Out State,LJ,WS,3,M,OCS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,344,12/1/22,0,21,21,0,0,0,0.8046,0,0,0.8046,0
345,0,0,Out County/Out State,Out County/Out State,LJ,WS,6,M,OCS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,345,12/1/22,0,40,40,0,0,0,0.7663,0,0,0.7663,0
346,0,0,Out County/Out State,Out County/Out State,LJ,WS,1,Y,OCS,M,Y,P,N,N,6/1/23,N,Y,Y,N,N,TRMS,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,346,12/1/22,0,75,75,0,0,0,0.7184,0,0,0.7184,0
